# normalized time series: rho0_r1
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: RMA 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	rho0_r1__num_00001	rho0_r1__num_00002	rho0_r1__num_00003	rho0_r1__num_00004	rho0_r1__num_00005	rho0_r1__num_00006	rho0_r1__num_00007	rho0_r1__num_00008	rho0_r1__num_00009	rho0_r1__num_00010	rho0_r1__num_00011	rho0_r1__num_00012	rho0_r1__num_00013	rho0_r1__num_00014	rho0_r1__num_00015	rho0_r1__num_00016	rho0_r1__num_00017	rho0_r1__num_00018	rho0_r1__num_00019	rho0_r1__num_00020	rho0_r1__num_00021	rho0_r1__num_00022
1769308_at	9.13066293696247	9.12848557902666	9.02489692632884	9.16973651917862	9.14460964578702	9.28729493241978	9.4429077967856	9.48517110546177	9.39237526628307	9.355581892185	9.35966158921323	9.17765639377743	9.28606256272393	9.15648517655688	9.22791171021299	9.17681181079326	9.23101881553924	9.16137769060563	9.10802598069134	9.28623527727221	9.15000391451127	9.18061235880814
1769311_at	11.3087951046658	11.5406025223744	11.8418362361841	11.7994227592317	11.7668298148858	11.6569497612949	11.5779285812765	11.5823082655643	11.7178091035766	11.7375658317275	11.7278583745106	11.9429906757596	11.836384288887	11.8309211094656	11.9342840930022	11.9779916567522	11.9897042802932	12.002180422931	11.9723085733028	11.9936249477801	12.0179367958455	12.1036247287835
1769312_at	7.80561311584936	7.992629222352	8.09100071563119	8.08856023544796	8.24669859806113	8.07427751065528	8.0670155319004	8.11915134888718	7.96592975051948	7.99112256193591	8.02035912956762	7.89467304551158	7.90719273627045	7.62439425522525	7.74259286749782	7.74821506939138	7.75023555557109	7.69426306561509	7.80916821259796	7.71756462926346	7.70125803115181	7.67893788640086
1769313_at	6.67137061970718	6.72524955919731	6.7503330708003	7.15202023631182	7.48684914986357	7.23702063688025	7.54968872395991	7.66796791168523	7.59700641605738	7.71930450730428	7.4812265127428	7.48448184047318	7.59201324045646	7.63007171842481	7.761651996231	7.87707015158509	7.59177563133875	7.7279261736419	7.97256125547577	8.01669667598171	8.09535551303233	7.95841437057456
1769314_at	9.87622305338582	10.4467328340347	10.8201210847246	10.7410873611714	10.6778638129237	10.6766188402208	10.5126379753012	10.6330568486136	10.6859488891025	10.8391194676762	11.0646706424492	11.1469204905571	11.1059702303387	11.2760990550141	11.172646804192	11.0059707336336	11.0282525485266	11.0093291005063	10.9662348996136	11.0870514356853	10.9576610650001	11.1645635104972
1769317_at	8.30085521931523	8.06382163700123	8.02183734805579	7.80073049578049	7.60793230934055	7.40905131440382	7.22690605699871	7.26209030500542	7.31543538090352	7.50041682150949	7.41644091125579	7.75359853142948	7.74827270600439	7.72206957800677	7.72349944188021	7.58971901020996	7.83432275440336	7.75395958742233	7.7976093163756	7.75344372107017	7.55130692451629	7.89769523530698
1769319_at	10.0698946571859	10.1015541462015	10.2956244443532	10.4242945617138	10.5681372128354	10.7226069194151	10.7683488005128	10.8478210622432	10.8189855998474	10.85967463671	10.960056706261	10.8732996538588	10.9139176538776	10.7839219032077	10.9479940556361	10.9713862540594	10.8776303603634	10.9395844937165	10.8581912366083	10.9305498146314	10.9621669916234	10.8829680761404
1769320_at	7.67091229753042	7.57661832284713	7.50107149681638	7.48759892026197	7.53844845027627	7.41048156312453	7.32268954192574	7.24496572557788	7.40964325425993	7.38430266373283	7.62798447394212	7.61609405308544	7.67922187040261	7.77107403399539	7.85157804787953	7.73309680592297	7.8522257150922	8.01150626584337	7.82810397173423	7.8551577147772	7.85747062326918	7.64871654048303
1769321_at	10.4220444299273	10.4114169326257	10.3349058629994	10.3648499301804	10.3040788655606	10.4126967490201	10.4727135942495	10.3518372730302	10.3547736386813	10.3385082076041	10.3726324423518	10.2655339859215	10.2049937668486	10.1543991560123	10.3734780521585	10.4271749821818	10.3780910275994	10.4674416572763	10.5114939588272	10.5210157980344	10.4727481890284	10.5037818234126
1769322_s_at	8.86471019395148	8.72499612051481	8.92575996241122	8.72688966240046	8.58480669217674	8.61731713318824	8.32876655152405	8.38727238107863	8.24386907529315	8.23992725836848	8.0781539015975	8.12511063955284	8.16965533484646	8.26202540211096	8.28346448308642	8.54777534821621	8.47010068875525	8.51751154151372	8.43675666852261	8.60262935440354	8.57293455166413	8.61616067682334
1769323_at	9.159497968109	9.06168295432035	8.93307341034306	8.96922559781753	9.0142118177878	8.99639517863697	9.00027768378026	8.9969545127738	8.9943861287852	9.15553909182596	9.10407047401542	9.08537927225954	8.98833242196466	9.06168295432035	8.95536601226575	9.166559726231	9.06405428531172	9.08501838160395	9.02468516781818	9.04170307652976	9.0856474926508	9.09640295342049
1769324_at	8.57336330824648	8.49564307349595	8.42148542414193	8.37245495301806	8.73467406277758	8.55803738510941	8.478510955251	8.63815578238323	8.57091178000632	8.59225638315273	8.60262351158031	8.57212346779764	8.4354311679873	8.38294394024897	8.32986511065811	8.38220974058629	8.50823247490609	8.52800869110182	8.50824873670281	8.50802998300277	8.59661104014986	8.49493054397717
1769325_at	5.98396138704168	6.24954484990923	6.3338687333299	6.43960991263964	6.48365667597907	6.5870016526029	6.64175293441865	6.73434278546815	6.84169273941465	6.78121559054968	6.56704400483306	6.69223530104049	6.61220765533547	6.55095909735897	6.44744419588491	6.52387763986893	6.60688258492945	6.54816059970265	6.54751050119684	6.62496584138586	6.61543120180964	6.55530237770965
1769329_at	9.8197069396109	9.93352555375132	10.0769085521888	10.2830019717605	10.3689737106489	10.5499117697137	10.5307921065785	10.6360902828379	10.6591055993387	10.6537312278699	10.6552182964847	10.6406441527719	10.6203631236538	10.4781727354084	10.4914643898865	10.3890895736533	10.3566708858409	10.4376362867115	10.343919854017	10.3472997837497	10.2969526899187	10.2960173307148
1769331_at	11.0210543147878	11.1520978062216	11.086931864589	10.7907570605115	10.8069245833718	10.6949698371661	10.5486480297014	10.5277055198715	10.6020149964948	10.587001800066	10.5858688953873	10.690102226928	10.5803542227803	10.6352542911746	10.5503466301178	10.6191403042212	10.6832616205726	10.7405303328423	10.6123645338721	10.5853102658653	10.6481616547265	10.5885188932854
1769333_at	5.51329557072391	5.41484934971056	5.7592296398614	5.22074274999134	5.88314140032309	6.04020903500077	6.0975783440824	6.17537987602705	6.48570196742768	6.49816442306119	6.57589501660652	6.60756167789786	6.46903695594655	6.64274853964812	6.58767706393322	6.67787208750073	6.75926303441311	6.67830874126002	6.73404374831154	7.06725349988771	7.10937653976772	7.17070048677688
1769335_at	10.1760676869537	10.2447850413585	10.3984072381036	10.4649772064351	10.5237632602561	10.5999173279144	10.7149855045628	10.8185074007649	10.7212831082032	10.633645032565	10.6514062193974	10.6129647749298	10.655222077753	10.6480685179808	10.4941834936182	10.4541354685346	10.4388163829245	10.4185231832327	10.4133902228694	10.3032710455118	10.3303777512748	10.2476098489536
1769336_at	8.70795567412042	8.86827444999743	9.2087833447282	9.58362630395684	9.60307107930652	9.5482326459823	9.39728056971523	9.15321948541776	9.11018556514808	9.00379814766818	8.8742158382086	8.85675795575993	9.04022835267978	8.93959384602998	8.94424643681108	8.75847586606484	8.66520795482148	8.69860606556978	8.72455172647688	8.63560570999452	8.66630326381969	8.61080544514591
1769338_at	7.26163901490986	7.02690160101506	6.52087422759158	6.31326791024913	6.52036062127539	6.48963670401138	6.3313611205151	6.28138613720942	6.11476201511383	6.13287766434031	6.3476579754365	6.21003764680064	6.09560720567569	6.15193066663759	6.01472564527289	5.91007483591653	5.71309958060332	5.72120788481839	5.54830433269795	5.71531443863952	5.82209317554519	5.78067098923696
1769339_at	10.3527894713923	10.2945222533061	10.1100676039334	10.0313918806038	9.8602295712022	9.88427326985779	10.0255900812969	9.95481812989054	10.0662498768505	10.0809391431405	10.2425797820677	10.0623373070467	10.2849379621267	10.1317993476648	10.2098232012806	10.1831817274489	10.0327027087983	10.0052361281381	10.1105037077293	10.049031488505	10.0548886558306	10.1023381295724
1769341_at	12.2153847768974	12.2382542851799	12.3719574337413	12.3906923451157	12.3126290159298	12.2992710282704	12.2599359182023	12.2363771935075	12.1683597388635	12.1461006074368	12.1853746137911	12.2291145009218	12.2843369646903	12.2948823610515	12.3606196949392	12.2496932072223	12.2603068165689	12.3026228774914	12.2557587218667	12.2436334711743	12.3185661131554	12.2791065351965
1769342_at	5.79916507805786	5.39140124290273	5.35125701771284	5.43687214704154	5.55134669940465	5.4662174825525	5.42138905207537	5.50304408892397	5.43494217166286	5.61339387762007	5.54626656013502	5.65098113657221	5.58199221558579	5.48774631928169	5.52102577043065	5.81114990703042	5.5689606681133	5.81469161212204	5.79990855791359	5.92876301821015	5.90318071653844	6.08653730695076
1769344_at	11.515414210487	11.9150846342026	12.0997960753195	12.1237763374278	12.1144049516491	12.0720782624883	12.0597787043238	12.1771286272463	12.1599579119115	12.137637544493	12.1290404481152	11.9838992877423	11.7508431493177	11.6046916455569	11.4623433475556	11.4889900087889	11.4629897323251	11.340617141794	11.4258133999266	11.4721923123578	11.446381011537	11.468112180418
1769345_at	8.71517793606023	8.83097298179448	8.90864310295715	8.84801679481937	8.95557792609574	8.98475670347017	8.9702107186775	9.14821419711704	9.11612983604101	9.10762249369323	9.06528137340507	8.93886807394622	8.95773428929713	8.96428606473074	8.94868170522942	8.89744932647871	8.89037355818456	8.94908586283164	8.84652913176681	8.93006957962932	8.83478718419958	8.93987237668742
1769346_at	8.88828025380731	8.8635919144183	8.92575996241122	8.99288963016299	9.07876980835542	9.16391722339881	9.17941787748971	9.22311431316657	9.14390126394346	9.11650859379536	8.92112692270579	9.11413267468289	9.02129422073468	9.03962988446554	9.17887965951812	9.11663034856357	8.9821751730715	9.05743095543932	9.05020281921842	9.05963798401641	9.13692611378657	9.13340041630708
1769349_s_at	8.67011292440715	8.34864618781095	8.08252794165342	7.73317761397719	7.61667511141668	7.21438218965092	6.90014199556648	7.22317465848014	6.99699339874159	7.02538490230069	7.12277903155425	7.11047411176399	7.01893680911621	7.02260019026532	7.11562075715898	7.41455132789593	7.39884625062035	7.2317214272352	7.34005425198236	7.20720850444197	7.4364064273184	7.65492628013139
1769350_at	7.88144589275099	8.04343233296695	8.32239768655882	8.58489087331706	8.76875335596522	8.6945373426664	8.59602838889503	8.51282581851414	8.38443307991687	8.36366634780376	8.18096690755768	8.14570091060005	8.06420994502568	8.02316049020981	7.82695128268662	7.88796623060326	7.57364369021042	7.67337376959216	7.57329403965992	7.64748289061599	7.61361989267894	7.73555548994293
1769352_at	8.0623978838393	7.68514685721105	7.89864752170194	8.13473410427988	8.1980839833597	8.3393264171638	8.18950604076661	8.25010603603104	8.17348979355932	8.29724637175515	8.15673374626705	8.25637016448179	7.99849124019119	8.14923612721636	8.23930110876323	8.19285184982505	8.09633426840452	8.14185941097122	7.97655512876785	8.09464793317092	8.06002742481914	8.17480389126819
1769356_at	11.04511630699	10.6784818042133	10.7403661212506	10.8086060103422	10.8295752913344	10.976109904823	11.0174630290416	11.0695048925574	11.0396455958648	10.9788369444509	10.9957829858151	11.0528290484794	11.0250970384623	11.0473657040085	11.0249326432861	11.0074049355194	10.9799826421396	10.9102246938915	11.0094623102355	10.8645394856213	10.8251387012361	10.8098149676398
1769358_at	8.56819017319936	8.59829320924942	8.64038406322858	8.41816213444759	8.46543272976149	8.45357534245072	8.32351167537958	8.38655609918846	8.46446298054139	8.4526224565222	8.61989116426426	8.55637173208601	8.53045846202414	8.32528894387787	8.47397192959138	8.42912898244647	8.36995027835673	8.31582595112809	8.4526224565222	8.42053640946968	8.4526224565222	8.47447416599242
1769359_at	8.04950009972609	8.07690618513281	7.76308276786892	7.61280199758574	7.5465430006186	7.52211971476004	7.66765665400003	7.66541576395209	7.56752843630304	7.50900601535181	7.45221707210515	7.51189028792233	7.39141611941059	7.47070821437339	7.60918612635235	7.47930643443295	7.35163352486657	7.44346470962532	7.3782254423756	7.40820791838839	7.33871144475066	7.6959273874247
1769361_at	8.72051803689343	8.52750355535638	8.49826516463858	8.46974721021936	8.35937038325609	8.29226206716687	8.32053752493749	8.37224303696118	8.407141883889	8.29963187463476	8.31040470995008	8.29714097206781	8.38991500364875	8.29019240654579	8.39312027603713	8.41913966114495	8.36501464080131	8.38434136819748	8.45461827305081	8.43338719714344	8.38954308385896	8.3996052103472
1769362_at	12.9160009326195	12.8799740440214	12.8176426965223	12.8051939822962	12.7590342646074	12.7590784807101	12.8610942891336	12.8823794334783	12.8603200140692	12.7906474180722	12.8499059027759	12.7160228032497	12.8128410996031	12.8247742480991	12.754895295528	12.667599797773	12.6475396633113	12.7330371367637	12.5791777919579	12.689023427875	12.5936480799622	12.5134259177324
1769365_at	12.9754299901054	12.3274206835677	12.3736318193733	12.5607445647519	12.5614241458985	12.8724365694887	13.1075268365424	13.2156223868783	13.3511256885295	13.3770444357415	13.4256314814467	13.3792641954117	13.322084541869	13.2564245329372	13.1839859675685	13.0992975149002	13.1113432651528	13.0796071619362	13.1382321237767	13.0923878324644	13.1069951537029	13.0064577206564
1769366_at	8.71128502732866	8.73636603841026	8.45664822961438	8.25640113927811	8.20566723187379	8.00795007505045	7.68149063556032	7.659941104105	7.60250542411125	7.56561578771107	7.58586644001212	7.82456061142009	7.75328247247349	7.78550599065062	7.73226270394895	7.77870166081979	7.85036195547538	7.54105597442253	7.47727064693491	7.4303806383992	7.56368358658462	7.82633235842725
1769368_at	9.85701114892892	9.8760934169455	10.166665622548	10.2287270154285	10.4088287846685	10.3010130451497	10.4850093284192	10.2679999107783	10.2963049006227	10.2886105874334	10.2124025910926	10.1490648073209	10.2254150489672	10.2808847706965	10.1082375979045	10.2199667909744	10.3098770067394	10.2909460653541	10.4480324563042	10.3446708000627	10.3176741839265	10.3675480739611
1769371_at	12.1076250566811	12.0430890155464	12.0283371908869	11.9481714649177	12.0196768682328	11.8806520014486	11.8950879857795	11.9622959019986	11.8433950645164	11.8614565372626	11.8025205792698	11.8888296698202	11.9911415789306	12.0362567452661	12.1029849404576	12.0194437582809	12.012364459391	12.0195967676207	12.0511280256966	12.1571675109985	12.199401382575	12.2620187599418
1769373_at	10.2520767769143	10.1761595189796	10.2085155317906	10.2253862128126	10.2191685922458	10.1328072835634	9.90856884492692	9.69529883413949	9.43673637739309	9.34480940746813	9.38324792044644	9.32572672933411	9.36003430817791	9.27999439128081	9.34059503275739	9.29546739241022	9.22683171039814	9.0754607071668	9.04039013080285	8.86183447098224	8.71674564504933	8.83617695328975
1769374_at	9.14591729376022	9.202259228827	9.40427966476172	9.55357436430167	9.64932326258172	9.59380236014071	9.55936377074146	9.5879015375514	9.71251346560056	9.6773950726532	9.72230501650363	9.74755844989951	9.83870338218272	9.77572125845147	9.7836883425267	9.68842779556968	9.93230464608235	9.89239895845296	9.93722012168925	10.0607214378602	10.0637271239597	10.0693406381183
