# normalized time series: wt_r2
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: RMA 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	wt_r2__num_00001	wt_r2__num_00002	wt_r2__num_00003	wt_r2__num_00004	wt_r2__num_00005	wt_r2__num_00006	wt_r2__num_00007	wt_r2__num_00008	wt_r2__num_00009	wt_r2__num_00010	wt_r2__num_00011	wt_r2__num_00012	wt_r2__num_00013	wt_r2__num_00014	wt_r2__num_00015
1769308_at	12.2321994147989	9.42464554146048	8.40418033198625	8.36825489580666	8.05848278372682	8.14587384146605	7.91995257767397	8.16091407992325	8.39692603245908	8.29963187463476	8.33944043291812	8.24800777586714	8.54362508676699	8.27348119567241	8.63740431954251
1769311_at	10.3783832620366	10.754390808673	11.2721553344385	11.5269407878534	11.6799100620421	11.7473070239075	11.3612490942856	10.9671778756814	11.0082891330959	11.1140375162638	11.3751800483074	11.4184308689619	11.1979088162452	11.1534018377432	11.1365280590375
1769312_at	8.55344260456864	7.73227637065788	7.7873141530879	7.77899663731865	7.88058669723897	7.90296748148426	7.99042846078093	8.16719128358584	8.12355623622587	8.19276748973656	8.15184430738237	8.04937629760978	8.03457490572863	7.98987406379671	8.23555865982526
1769313_at	8.52676392986483	6.39236930128942	6.47676655336545	6.53912654526193	6.55700275328431	6.65677888961414	7.03373365864323	6.92187339225538	7.18686024235363	7.15812883354296	7.11469635081404	7.07694410915227	6.61387178170757	7.20745378045173	7.17436884210906
1769314_at	10.6678383315953	9.54355670780588	9.75632955505198	10.1740420018191	10.6226584638653	10.4758203247016	10.2120995507417	10.4794225897861	10.8316515148164	11.0135626459295	10.980812424349	10.79023078963	10.7034085193647	10.8184975240095	10.9305585165935
1769317_at	8.16324342819056	9.28971206187315	9.42929131475066	9.12438243053887	8.86965860639916	8.95990035854758	8.86673469773277	8.59099250221157	8.54180481015406	8.5644280714462	8.69792589432079	8.732575680868	8.54719895080117	8.48117765120911	8.33478510946381
1769319_at	9.53866760796927	8.92779856556362	9.12667470059511	9.23304098917025	9.36550117966673	9.43116106871799	9.45171211735328	9.57135664658498	9.45075991014677	9.56630609218297	9.23636497472718	9.53034456914229	9.60750294194214	9.55180810355603	9.55138078364868
1769320_at	8.24644945759138	7.93572120629776	7.93929684487128	7.9109266212861	8.26739166168503	8.29519936781336	8.66032329408579	8.3998735806501	8.23295571823407	7.73013687313423	8.1673255397004	7.95684281777206	8.31517833022155	8.0762260482396	8.02665093182857
1769321_at	10.7994242735386	10.7679266875922	10.6859558647809	10.7021315155664	10.5442434435068	10.3144515901496	10.1318040410589	10.3448807343403	10.4609489172234	10.4515743804433	10.4857417160193	10.4392518961797	10.4050388197849	10.4275239603222	10.4420383049037
1769322_s_at	8.13505755332962	7.04149797122115	7.25252322083436	7.52283846226407	7.55555237551536	7.44528690424629	7.48245067563626	7.30103729718613	7.60987153339319	7.67565983878579	7.31865728409009	7.54924636459378	7.78038000217282	7.45073260424446	8.71149370147414
