# normalized time series: wt_r1
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: RMA 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	wt_r1__num_00001	wt_r1__num_00002	wt_r1__num_00003	wt_r1__num_00004	wt_r1__num_00005	wt_r1__num_00006	wt_r1__num_00007	wt_r1__num_00008	wt_r1__num_00009	wt_r1__num_00010	wt_r1__num_00011	wt_r1__num_00012	wt_r1__num_00013	wt_r1__num_00014	wt_r1__num_00015
1769308_at	9.96490731555654	9.40359396178452	9.03318097827766	8.54205416101226	8.51355797589707	8.39919061398694	8.48428543989909	8.49505178519354	8.72405957982917	8.7726132457057	8.6405618936825	8.64495149611499	8.64914674593638	8.56257547206158	8.65090223582091
1769311_at	10.2161661007741	10.5006904554279	11.0299358705235	11.5114170994442	11.7577897336028	11.7290657861955	11.3987303214251	11.0503389857862	11.0548783273485	11.2838372014243	11.4198029465875	11.4481549411283	11.3214935087147	11.3312807783902	11.2302831583748
1769312_at	8.64508583166672	7.79373195880378	7.85144982146543	7.72452190569177	7.9782839992819	7.97559126698134	8.3090530721177	8.30318211762975	8.23696337187704	8.27007917562923	8.01508544989852	7.99946882116366	8.38564151958813	8.38722447488502	8.35798580511926
1769313_at	8.54028446405946	6.80985245459069	6.5506252412906	6.39491368264141	6.5895907457716	6.3321664672025	7.04704471223152	7.33167768757576	7.20867108260377	7.06765300225915	6.71626985356684	6.93044070027921	7.04417658856478	7.07603183584596	7.09390632850612
1769314_at	10.1067908782955	9.60364536706943	9.24131742834475	10.1460142335536	10.3989672885781	10.4666348052906	10.0854984358971	10.100501168361	10.3789469314649	10.7054654996566	10.6460868731833	10.392380208467	10.3656564669442	10.5584321774278	10.8493576325158
1769317_at	6.7255640384129	8.44287179062778	8.66281179723234	8.85796424437042	8.99339851261704	8.81248070065295	8.70177791908485	8.74328316995009	8.3553811866517	8.28344238943539	8.63045315627486	8.7583114993294	8.39799744382477	8.32130294440155	8.36029548713631
1769319_at	9.69083520545197	9.22056117979766	8.89244529815799	9.34034919453538	9.34132678069904	9.59623222855509	9.561776677819	9.45876228249886	9.50198078562924	9.60697185594654	9.52438049489631	9.53426531277529	9.58604159807886	9.46963262154537	9.5572630312209
1769320_at	8.2515414106328	8.15861146980479	7.75362161853429	7.99929294250222	8.09657657271624	8.63815578238323	8.60265388413994	8.46617133434728	8.17037940597125	7.92626943053154	8.02341426908698	7.96103131516177	8.29727114598667	8.19729656751191	8.02367038356768
1769321_at	10.419968062759	10.6436139483538	10.5149050800683	10.6522095720996	10.4430589096419	10.1459226750003	9.99687423908022	10.1763340782986	10.3925785266731	10.3711833828813	10.2978341693513	10.2899758782994	10.2782284627792	10.2665717177931	10.3422820456203
1769322_s_at	8.11361592933258	7.37188612544099	8.46368608480303	7.59397244446444	7.43385623699666	8.08099288985545	7.98237148402903	10.8856526117387	10.3503788958837	7.98092942041528	10.3535981638537	10.1501639023908	9.95108729341052	9.74125647195766	9.75074246221582
1769323_at	9.66399352412111	9.72193128680731	9.46784325348475	9.3211462757929	9.16554420169761	9.02871358469503	9.05448436437589	9.17014490287402	9.23300540431453	8.88603668666936	9.26000171568241	9.08410641808829	9.04073205100897	8.86764523833917	8.84910088372855
1769324_at	8.06645267892833	8.44549586567987	8.00446897937966	8.15755965390485	8.23961844405921	8.17762946059014	8.35147623653631	8.289180175566	8.09824337224991	8.07363333338877	8.01336243118483	8.03204757372425	7.76892988792597	7.62663193504372	8.16329295301771
1769325_at	6.9843143830887	6.15922911951283	5.54887199674724	5.66278608336063	5.81491396906365	6.01452434524108	5.71562018455948	5.90196290282395	5.88841363698353	5.97045931436702	6.11757895397106	5.71413893559595	6.24962225137894	6.10426311407894	6.25939228952586
