"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"aaeA",49.7202330856359,-0.101734548204324,0.203725141899889,-0.499371590838388,0.617517629098735,0.728672299452907
"aaeB",41.0033800649161,-0.184683171874448,0.218667578354345,-0.844584154927499,0.398343058901408,0.531865141349976
"aaeR",260.958618700148,-0.40590042388737,0.153597032583619,-2.64263193799917,0.00822644072535769,0.0205383268447082
"aaeX",34.3499730700892,-0.340627454930025,0.239958282631385,-1.41952780789519,0.155745195611359,0.25582217712092
"aas",467.101601799047,0.0338134908905285,0.0942657316882778,0.358703956198468,0.719816568477326,0.809217733859801
"aat",222.587821344361,0.243351135222558,0.125321710282935,1.94181147602559,0.0521599270860526,0.102778305939426
"abgA",18.3651625196598,-0.321246153422691,0.358630667594819,-0.8957576204432,0.370382228692156,0.505145715657611
"abgB",36.4570190345897,-0.522515628935127,0.253011426917089,-2.06518589022603,0.0389054150434289,0.0798383365373345
"abgR",22.9559393823611,0.339626686963378,0.279893015576283,1.21341608422814,0.224970779917785,0.342082638760826
"abgT",17.5415671077697,-0.741173461722229,0.325096495183428,-2.27985682006211,0.0226161817465492,0.0499619832499812
"abrB",63.1215620331286,0.13796771854798,0.218003371372713,0.632869655543544,0.526818765026849,0.654420255761818
"accA",1488.93899195433,0.744827181566689,0.128983733481072,5.77458227843894,7.71442264561491e-09,5.90857945380712e-08
"accB",1492.5004877032,1.1926212133028,0.153882442104281,7.75020981597496,9.17408369018278e-15,2.05951140831632e-13
"accC",3578.55692099606,1.14151105472333,0.204088053825584,5.593228184237,2.22886049755684e-08,1.53901114491743e-07
"accD",2021.72767426365,0.583170362423641,0.109070996005789,5.34670429151202,8.95701730018815e-08,5.4614976551522e-07
"aceA",8295.50348876756,-0.212220259255156,0.132354602110289,-1.60342183703077,0.108841553077801,0.190554712168497
"aceB",10657.7657539565,-0.304006361029295,0.127981186751875,-2.37539882810034,0.0175299973655143,0.0398515926693945
"aceE",18228.4376603652,-0.0384898829200696,0.26433160521225,-0.145612110550168,0.884227607054252,0.925412680877417
"aceF",10283.396299822,-0.0312504155796684,0.252531052257362,-0.123748803564245,0.901514168951537,0.935082408856389
"aceK",1462.16252345641,0.0311973246782388,0.126486771109192,0.246644960612578,0.805183005703351,0.86907624315168
