# normalized time series: wt_r1
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: dChip 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	wt_r1__num_00001	wt_r1__num_00002	wt_r1__num_00003	wt_r1__num_00004	wt_r1__num_00005	wt_r1__num_00006	wt_r1__num_00007	wt_r1__num_00008	wt_r1__num_00009	wt_r1__num_00010	wt_r1__num_00011	wt_r1__num_00012	wt_r1__num_00013	wt_r1__num_00014	wt_r1__num_00015
1769308_at	1960.7561096064	1276.20941405926	924.519097136684	700.683696854798	683.893244754904	725.581865701504	721.72838137303	714.405231109953	751.211931086784	800.33275727188	757.008562216898	763.274472935754	729.422196533776	741.884824853213	770.79559827413
1769311_at	1883.80094104006	2292.0955880804	3102.94025361239	4039.73123155754	4569.03515706027	4517.55306807857	3748.48857054698	3067.26813300299	3048.85994822801	3555.21650330194	3776.19873580567	3803.553719679	3624.45841186317	3546.86717596372	3437.89318740419
1769312_at	1183.55068051462	716.932014323304	758.306776577488	721.949129717185	721.869505694385	760.742776689681	829.628456040592	903.13942615813	940.578281772978	908.170275018337	863.64532123197	843.195058324209	936.685826826649	908.631958205985	948.267578106023
1769313_at	736.514828600167	346.049201848204	311.240902316241	289.854537456007	340.367251293767	376.020595544258	374.976378087304	372.121579267034	412.896343845999	405.371408244311	393.925812501206	364.760490266668	365.903854490889	390.131449442596	372.618147543902
1769314_at	1655.32899400665	1113.08610323208	901.347066503457	1450.19859426949	1838.92795409056	1577.821913301	1384.99404234278	1485.94882815833	1807.02181358913	2016.13347800112	1945.57452119757	1769.09053679276	1882.46100915355	2026.17543025514	2262.67068486795
1769317_at	490.414164933015	877.479769613725	1074.89828235134	1134.58746014134	1033.8129618304	1114.50174712858	1096.19597108356	1032.47799974787	922.620164010082	883.824059397582	962.415840940047	928.474385946393	914.299771278836	866.07078529237	854.40690114659
1769319_at	1278.71505578715	1107.76272343601	939.973702663175	1202.0876201393	1227.63182057441	1434.8833414997	1409.2151336866	1286.98892306772	1307.67466840676	1417.93435518271	1347.15699297974	1312.81956443431	1330.74863832681	1401.39992383798	1390.6057060841
1769320_at	588.508034430379	511.921749433036	741.503574496258	537.264734044901	544.973221772309	691.0552323724	634.595582392476	581.722235713748	542.690428490723	576.16050929644	535.643470033498	523.366274384814	556.782948616645	536.270054967424	504.66002512886
1769321_at	1927.01620961089	2048.49343089091	1884.20005800106	1830.13320485426	1583.14190858678	1456.40810755314	1327.61174505188	1491.25202646344	1592.37813415782	1577.79152284811	1555.22278236498	1516.73310589468	1503.20966232085	1445.62808141233	1521.01734592481
1769322_s_at	527.48499955542	337.152458476354	547.361124231881	404.416419978922	355.834954116338	540.295010791604	460.260912008532	2510.87797424425	1729.72276492292	529.721514421433	1847.56794919428	1597.10129128289	1453.6488901824	1176.30507395625	1254.58691052914
1769323_at	1669.97605055125	1511.65402071648	1488.45831710489	1195.02657271084	1096.3696439924	1105.80427342469	1134.95665200041	1186.64855445184	1186.68947838485	1033.46915984011	1086.65099932958	1069.1278470672	1027.73312861796	976.92160282616	975.131445165703
1769324_at	551.809104027443	602.269070684053	546.827886721767	602.294707273806	592.415448160994	653.594328388853	599.188269663682	538.728073621754	507.886629794663	583.158934043502	557.790054881539	532.352435888973	518.370463139564	488.479663683467	502.354129244166
1769325_at	475.353835492061	273.952014571672	311.62055768688	277.329438649319	315.853190482771	338.292878098316	296.700403609311	275.901346178424	306.479677738088	340.630396537677	317.982007141114	292.789616379563	312.787875504038	301.614666408222	292.028769472523
1769329_at	2059.05312713542	2187.70571956004	1635.90126789248	1801.84719951122	1893.12599864638	1790.66587114381	1742.60606041427	1800.36401069974	1827.70200310737	1852.96516688007	1899.44513376506	1843.31854829141	1999.30508463964	2019.13231229013	2056.39757814572
1769331_at	1528.23941678139	2299.28843775804	2123.34317610592	2549.04603029811	2350.54212577065	2235.17105117805	2384.6266075103	2466.45968670409	2443.03783707415	2392.63098599878	2550.10294856449	2396.15811080948	2461.68824292137	2437.77263625579	2444.54510955888
1769333_at	4050.59558443046	1736.95899045463	424.387931985205	268.003367860042	271.796559468098	315.304290700828	266.62535900691	208.266554114875	261.397337642018	297.961741485818	251.115831232776	245.370185823039	244.196231124619	256.387209532287	223.555890450813
1769335_at	2609.97471641879	2344.90758072549	2566.97643392396	2539.12191847574	2412.36409101446	2848.82580570167	2947.63929457866	2870.02228805279	2748.07665885453	2733.86649319046	2858.70372214898	2715.73629795659	2469.80928599984	2757.97583028132	2595.23414578603
1769336_at	354.011022030652	306.578430624241	407.463285187695	477.418142891158	735.604126529745	741.403429496112	602.01711090584	417.708649914984	349.250171329779	445.223749843313	491.461251412292	536.776338400669	464.255147528583	494.566813039105	504.468667994895
1769338_at	386.434842541165	458.146981765363	372.317408900342	474.08101808281	474.187329753735	493.565571175938	503.181067722228	417.336066611924	400.769864977593	519.75062900491	478.290497529281	403.996818820908	424.204648411459	440.286725926691	439.042938098855
1769339_at	1633.5055426176	2213.05371309947	1864.51738790442	2307.77427260077	2056.73826221184	1911.89517006207	2063.84595392119	2056.04310943708	2010.77868774298	1989.35318118931	2027.22224529564	1985.68329674524	2098.49418652373	2153.61324913049	2165.97485883788
1769341_at	4595.50538968769	4405.01835882554	5011.54950276976	5056.7078736158	5672.71787199399	6269.28255749216	6121.61903851515	5472.38918058293	5165.83303298269	5420.99200153671	5686.53770109172	5879.56110053897	5656.99129946758	5552.87030729627	5430.42577788462
1769342_at	415.711879924169	266.803317866765	288.186472308525	228.431207027311	258.553287545699	284.319630716658	256.963932290497	193.301105520775	244.645968170249	273.764059321875	236.301785810642	207.638215797252	224.361169187182	185.889833230658	206.617681910304
1769344_at	3255.76882709032	2220.08761663596	1952.48522089711	2411.33732282472	2850.45311219611	2433.83427416023	1632.02793033072	950.934215607539	1253.84071958391	1814.9254492528	1994.48919981285	1872.1869638802	1632.77577493123	1569.34172406326	1688.55477784831
1769345_at	723.320443741723	577.804181668836	597.751869905341	675.275989231695	650.910128560441	652.999999141126	661.957053960102	631.465925140906	706.127625767876	726.279116246714	670.867599239471	623.323244258882	666.030312307346	639.998816138118	637.433895597219
1769346_at	902.560891878686	862.27469062383	789.973700483152	816.22689305177	686.987664873956	736.570807657093	791.714254059769	813.100266963665	774.069786945121	760.035089861951	666.111467928504	764.175506673973	798.877032205123	782.832567299765	760.076752856375
1769349_s_at	858.860553954626	677.230159315966	711.806054688954	519.474023395747	583.314390595251	816.176709894136	872.943506424932	874.347375832479	880.210907947181	834.541495516197	901.800152145269	919.779396292531	868.526128117213	728.56991546471	744.473579043423
1769350_at	335.644830671363	244.537591261767	317.723312836931	332.91465809499	478.172915458125	687.712169929417	715.028174896814	527.794734453348	386.897515492101	427.726088421003	516.765665365341	533.557965261479	494.897182625844	457.171641693206	476.60703294188
1769352_at	4306.34096779173	2489.24978673081	1758.00702790414	1375.93875231725	1224.53274738545	1413.45053777001	1298.44003823084	1327.12555263272	1436.48489580158	1394.47535456816	1467.62346325656	1250.21298863045	1269.52542601357	1245.0151954108	1214.63349944277
1769356_at	2498.71346674116	2714.99998284273	2685.34146886233	2550.79132770573	2560.49725024487	2388.93787385891	2478.99704683952	2419.2737473648	2420.51686253287	2442.67944153183	2379.09402235114	2514.61291113009	2544.45268909142	2531.11732044492	2582.39134390208
1769358_at	731.546666658925	670.052383531846	620.673322606326	702.816868494603	672.441002864311	638.536627749498	605.85892395283	639.232129432914	645.066914268493	686.549539350773	617.359679290682	566.15582669501	617.184542318281	559.964044703991	580.417497832971
1769359_at	496.325020051799	740.192755843815	507.225226954895	793.360951907679	701.91031052332	646.934380162824	663.900784706828	676.940896474897	628.525829976429	683.642314293306	656.048908934769	616.436601562798	674.583141087822	653.061104780293	674.278223947989
1769361_at	682.715685295655	611.748068933657	646.985929574788	622.454626011091	581.823467370337	611.509548902551	596.575951127222	607.967807982297	654.187050954872	635.406133003324	583.325704721591	566.205877865773	584.007168359861	586.871615876718	566.525873648877
1769362_at	9308.48652799262	9447.8442428672	9746.72854093434	9216.82412966635	8590.47030557319	9234.50234039238	10082.275925706	9917.44537471855	9530.90745691145	9577.99839970973	9664.32620002545	10368.6992954263	9614.17111027199	9923.20763331719	9676.32706142522
1769365_at	11402.2617915389	10748.1733604006	8408.55898127411	5436.54998023594	3790.3376683186	3301.56460427638	3534.35659151379	4008.31061873372	4673.02893159639	5003.73925368192	5114.90421263689	5302.0170265394	5335.64737573277	5270.4477625541	5661.27177186325
1769366_at	328.03469621045	549.595659702895	639.196272441216	891.625430587533	820.926089656911	839.603432020722	805.557175983622	716.026981400759	637.522925224355	654.720545152673	658.545675681853	687.230046822674	659.430490752332	595.469402132816	615.553220165166
1769368_at	1541.07522784697	1485.68344801058	1588.26430149887	1808.7251293027	1938.08705946564	2079.99469811696	2185.83534679368	2007.44061880335	1976.94328532992	1938.99281381657	2034.75001009241	2076.52341355219	2043.74977534398	2080.84641039626	2037.66166262926
1769371_at	4041.96998058242	3524.26353884498	4075.40152185193	3583.84049151384	3570.62753167374	3327.89386224339	3293.08433959406	3488.67864078388	3739.33483023663	3622.49565141596	3473.42114443055	3515.29201488242	3505.63589018093	3756.95933387594	3711.41152521406
1769373_at	1480.60683262812	1246.29267088277	1215.858176655	1249.79862242231	1474.03499869492	1699.74625780314	1794.16353184188	1766.12950075797	1507.01201943058	1430.18320917925	1465.01505654354	1594.98132425706	1551.00050128253	1529.03654087278	1503.464063476
1769374_at	652.561878444435	527.938500359904	630.510698772317	811.041036714398	936.524466218389	843.112393183904	825.404731806731	791.570273345631	827.33267189119	774.224441765334	769.153221778218	819.690515626803	820.054019601114	813.795543433012	845.854906222415
1769375_at	5409.52736637582	6407.0783821014	5963.35999631601	6567.00388112506	7148.62508258074	7223.27236673779	6908.28119522694	6522.92545185714	6640.59030941933	7120.31622577605	7131.99409986491	7206.36103696809	6991.17563399402	7104.33230238436	7303.43259687487
1769377_at	389.533888465784	713.055506303912	900.227322738298	1655.52115079354	1816.81233294758	1870.62254265577	1724.15338258953	1330.02390777945	1122.40869044564	1467.96004264	1566.6894292404	1428.9763118347	1418.21178772558	1233.46317477128	1303.46957168514
1769378_at	6132.25806485136	7405.40891572391	9081.55504740263	9870.03552361409	10748.005682713	10716.1371905401	10075.4898953989	9370.40386048042	9185.25208139207	9614.53330053655	9892.15670771222	10014.7434839683	10016.6283363554	9879.89966741222	9859.86412383821
1769379_at	951.776403619525	561.403295789116	744.403080787644	460.287771505274	494.651927043829	489.53842446277	459.901831890036	463.347503785579	512.465498868254	488.448562629228	517.01859915511	539.393088338522	536.227897022662	528.23907250342	512.818433522915
1769383_at	1195.55742279154	1114.60305047535	1389.51670327312	1379.82866010396	1326.85322649372	1273.97030882111	1266.06809896554	1393.89192270035	1538.95955041689	1319.36108712387	1217.60968617566	1197.61763756069	1288.27116572199	1249.87100693321	1251.68166328331
1769384_at	415.280888831934	329.953515395889	426.405039408691	423.63473104595	434.789387843452	678.395488611051	546.066762500823	390.881731054735	433.678166982474	539.347738123972	522.033772657881	455.057482107321	487.314577454392	587.861884458015	555.675435902854
1769385_at	2258.87377317588	2282.71458828667	2280.49489485069	2092.42075506734	1952.08309994711	2499.82989534891	2465.25709058837	2370.66103535897	2158.11368496285	2232.40964451942	2293.47307543505	2207.34487221939	2099.77247738402	2365.90148165253	2336.61154771293
1769387_at	4808.74863896571	4089.83336219856	3188.70107042569	2896.64908962458	2799.14847884269	2955.85184852446	3056.8396789032	3268.15228495972	3646.17578144045	3566.80903183073	3529.77604596313	3503.31697996145	3553.77548816636	3561.62403250415	3567.92872291568
1769388_at	900.968420359973	1821.69663749442	2296.53494247713	2019.64044647781	1695.71468947078	1709.31228985544	1718.91911814399	1692.36996991927	1698.73562345868	1628.80864016858	1747.17221718362	1647.2745882581	1608.29580357062	1562.8752489424	1569.66076805406
1769390_s_at	8854.98222672466	9339.08871955388	10069.8780737676	9630.89537377695	9585.93534431804	10018.6968505771	10237.2310098448	10264.4434892414	9846.60177819826	9971.5774003229	10094.4615239485	10245.5366063557	9555.61762554742	10301.8822738381	9785.07613108335
1769392_at	2084.67377297314	1848.7081435535	1909.12169251453	1554.72148770699	1592.34513658451	1654.45004664856	1602.96110584171	1572.68809000043	1607.70756483796	1457.13945405334	1514.40629791599	1473.77832036131	1480.14603228442	1516.97284239363	1511.22861992791
1769395_at	5114.88276209497	4986.26914665052	4124.9283890766	3808.14003619793	3253.5111000426	3226.0997274044	3356.95227818723	3488.55116904006	3485.78452495464	3706.45691191946	3760.38205229894	3870.11641844243	3838.63048009788	3692.57595550086	3920.95406667521
1769397_s_at	10433.3912203603	10757.3792659859	11571.2882536383	10818.4731218569	11002.2357929886	11088.6679567876	11475.4290617601	11354.3837234142	11237.7025250695	11380.4279706198	10843.1993948255	11190.6543834657	10934.399078013	11180.5013123463	11137.9283939333
1769403_at	1568.71954708962	874.990239595933	578.084902100217	659.9402490711	745.766013851875	857.592878507055	979.35343961836	1178.97357133268	1180.92825790592	1096.58928447127	1061.85940786138	1089.01922402387	1129.09294241208	1158.36927774189	1135.54758947941
1769406_at	1516.84327296317	2607.22416478406	3309.72929827159	3673.85516151636	3893.32765838352	3786.74249687089	3262.71314581141	2991.11713550275	3008.55451576511	3104.24386896922	3351.48788475775	3310.5124400145	3058.06224086446	2973.21930972103	3011.45380713018
1769407_at	702.378590822185	647.232806121215	730.041916260242	717.568334952633	717.816636064672	766.988835499075	754.042609861802	709.865175156944	721.942729137218	731.026508507714	713.757283550983	708.054869250967	728.696713873494	714.283815232418	686.758902392702
1769411_at	7794.94270676823	7221.88615673473	3375.79522972205	1784.72634749929	1486.00938667538	1393.33851565786	1343.1346235709	1688.26745705186	1953.24066709262	2094.96741737777	2073.22602535912	1963.55702628324	2025.41797237351	2114.07812450884	2245.03734099773
1769418_at	869.260156781563	1356.07140026883	1255.86939975211	1534.50120017622	1568.81840686278	1785.88930988194	1917.45626904592	1656.14507699471	1459.30990033759	1449.21682686219	1561.6536368175	1580.64330631953	1574.366390499	1472.97563804872	1504.8104132761
1769419_at	5312.27604853578	4226.64422822694	4449.01235295626	3805.88198478669	3417.96652489616	3088.36512672039	3306.20853469383	3746.84701376986	3965.33700434229	3526.5623436836	3323.02627913869	3347.72858932741	3547.17797205597	3688.21076742908	3580.60256959273
1769420_at	442.14473602044	525.884703679285	1284.56442818387	2167.1484907545	3081.58756732791	2310.4059296648	1238.38201040298	627.30336033233	925.412489949444	1380.72979684239	1499.16072617507	1412.76919383194	1349.41723245584	1409.33187283572	1407.12998062875
1769421_at	1470.71640965925	1479.80951236428	1581.45067275575	1374.29230878982	1223.62357637066	1358.40447335665	1430.02532175227	1369.88023812722	1442.1737331418	1396.84681078704	1385.51435211355	1365.80477195418	1374.95189129333	1399.02019203458	1413.77360079724
1769422_at	1054.60473206028	844.472588269763	898.565949160873	972.753160433834	944.717001256094	1024.36675215436	1104.26439122442	1159.1316656071	1235.46356582152	1083.60014003797	1091.74411416894	1068.1849986304	1132.07834578235	1090.26467713306	1109.47221181608
1769426_at	317.139902286978	275.809235303607	293.143825460585	287.93416624243	331.446442891605	373.931445361705	406.240569653977	396.294662929956	400.10404968291	404.261069408922	355.351221652262	329.750430495177	385.032676062012	332.985527311108	355.407483098353
1769428_at	1930.44901963925	1200.64764430823	983.621329662415	952.461695200447	1380.61844835603	1539.56712520188	1500.41602887145	1394.05088534518	1461.55476846752	1601.34633547345	1740.83514912975	1927.26204939858	1938.78603324663	2005.65567986647	2037.08422706031
1769431_at	764.221230943668	1700.05363074637	1863.09910018159	1856.47211562135	1662.53096277596	1748.08700897184	1657.89613188082	1518.93372372624	1486.68415394055	1618.20451341496	1652.51670837482	1567.7304336995	1470.90482850442	1422.79990698862	1372.60588772026
