# normalized time series: wt_r2
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: dChip 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	wt_r2__num_00001	wt_r2__num_00002	wt_r2__num_00003	wt_r2__num_00004	wt_r2__num_00005	wt_r2__num_00006	wt_r2__num_00007	wt_r2__num_00008	wt_r2__num_00009	wt_r2__num_00010	wt_r2__num_00011	wt_r2__num_00012	wt_r2__num_00013	wt_r2__num_00014	wt_r2__num_00015
1769308_at	5040.93523595809	1147.55116305116	644.389760494933	624.999484449578	561.109579650035	559.637247030901	615.328596952304	647.74887407698	670.136096459014	669.444934203751	621.187895447382	686.5224184164	755.531824107354	751.977391499623	803.541599269728
1769311_at	2021.91193531755	2604.97421858735	3355.46107116097	3936.69977974491	4351.46054128104	4475.57452213708	3665.87385151061	2982.12436768327	3002.30442745928	3246.09049163469	3670.99803244535	3685.61033814628	3432.00086878491	3232.59465534732	3343.92692642632
1769312_at	1051.025236247	705.879516925978	715.113795402468	729.76153935261	726.758434273718	754.614561163253	844.080000364953	911.775750129421	906.24645802256	893.070912343947	869.256780491718	835.657032960003	881.848800385994	877.851916619959	935.582030289978
1769313_at	718.679295685587	276.69196496307	281.697246586618	304.626369958847	306.820513201923	326.144942642217	330.393394722901	389.093221248463	406.004211278182	380.410550842665	327.271615160437	332.997089403508	365.017972411742	347.318454404235	360.270821554279
1769314_at	2284.86746796139	1200.69590270399	1248.22072215617	1525.97265450098	2003.01340397171	1867.9263416721	1739.96842548019	1846.69456093082	2322.25024535489	2586.40031069312	2548.20041779899	2186.02266478129	2097.812627053	2318.81684696456	2571.44571904685
1769317_at	701.274526452899	1267.56223760916	1397.6160753337	1441.55736020513	1240.09531945149	1173.79995966744	1088.04399455344	1055.7980689272	942.12105156755	951.819678229491	942.335742152211	1000.7315950466	940.927890167063	954.944000506485	856.233461486114
1769319_at	1018.80596368423	903.10030234686	1107.75291911355	1149.29217041786	1317.65815455856	1291.75216608097	1313.92530464345	1395.0075804885	1410.01462068292	1443.35699617499	1166.28229471635	1333.49241449744	1442.82953734057	1396.12195434702	1411.41659350672
1769320_at	559.902945943617	455.984079242252	475.974333497732	777.181853319801	551.684194589731	524.839637072213	588.887902062074	609.538995822022	543.02363966642	473.873148652645	503.305173442658	517.291755921279	567.651129046666	511.789757521603	514.712742600084
1769321_at	2059.65673831975	1979.45894922474	1949.94745190056	1883.75234564937	1732.51805297995	1527.12714874129	1418.12027871869	1518.50843854917	1633.83489596135	1641.05782936951	1693.6858940002	1565.50674788031	1556.79152034488	1709.57101633294	1683.22791429489
1769322_s_at	548.948190280432	260.17898506306	307.752487968982	387.769955287517	382.615351459102	311.510651010327	351.922687135882	355.083472920842	408.158599172704	419.872945356495	319.254246053184	371.911998060992	439.15488225411	334.56221153239	660.747598204707
1769323_at	1407.69085524317	1255.67998758289	1170.22671467341	991.989995208651	1014.95833624851	996.512801646174	1029.69514801768	1059.86011890971	1065.60760190895	1003.98451738127	1067.30251050003	991.741692018194	1016.89260702332	958.806618320694	924.438584027979
1769324_at	775.830670270046	685.918846102229	663.030946387182	644.155984402337	597.016286830389	561.417742816154	581.038186293694	544.59605548815	489.151752625547	501.08849875654	447.002319204489	442.614844877436	484.921487370872	445.781192303232	489.946655079266
1769325_at	380.298456596009	241.931638318851	237.054982320593	228.149105000864	262.68278080255	264.256668247462	266.760192475524	293.83482082922	294.318150374876	281.57710498982	244.5370381847	249.903387078478	269.910282735063	252.53442997155	305.449560613046
1769329_at	2087.26376577716	1791.28405816203	1652.28121587675	1581.78292969191	1690.92020047005	1684.31859857891	1568.39716232205	1656.36230312751	1839.58621238326	1765.85887901598	1939.01793103933	1932.44910483149	1897.64518693882	1831.86499646477	1924.86229454926
1769331_at	2024.13159101854	2640.64119184505	2747.97158561208	2535.69880794175	2254.99014950538	2398.61408428685	2431.50626580251	2434.33127566322	2443.84198379411	2423.14222524481	2466.99313036	2380.24125979869	2376.43411535362	2392.56619753447	2369.98556119464
1769333_at	9200.25981740677	2988.10645496657	390.133016519896	281.905883712335	251.79812091979	241.117542886215	248.440633565915	284.985898677705	235.430326791136	239.352680915573	177.651897996892	182.023257875362	236.638180341209	188.259764295241	222.617765699394
1769335_at	1806.71895660628	2105.569839583	2287.3572463745	2603.51677183818	2429.54350264254	2442.01714671242	2812.61948398056	2729.12012745023	2652.72550239624	2646.0126069758	2477.23021209923	2680.10298616099	2787.36913059638	2755.57939722178	2660.24420272737
1769336_at	320.656710280084	341.565271311386	427.322173641429	523.868786500844	773.003203416682	1082.41705262323	856.403330714592	515.599142869098	423.677134277585	525.544578054746	683.210336323723	699.31665788321	576.106894847066	592.494928654163	559.611976318578
1769338_at	317.953120098367	431.507330572242	471.818556420409	421.289230593215	408.425114368923	398.683409476299	377.897994136069	456.781683797161	458.631484898817	407.898886416659	361.615130837154	359.962490543426	401.122547910418	335.753964807472	348.497634403624
1769339_at	2039.67301966194	2243.05511676255	2445.47109654152	2468.5942612813	2456.25563319042	2331.55132912884	2444.19650972897	2516.7690937393	2378.32589450824	2305.72785379267	2331.99403903718	2317.44056467445	2347.46913246128	2471.43749600651	2388.52943022752
1769341_at	3826.85571766318	3994.81372578673	4450.4121048811	5114.40215592467	5451.16311120216	6012.64492428291	6129.23766664066	5589.77893564015	5433.9251344644	5511.10951227406	5616.81950560902	6117.67682629732	6017.9616550427	5922.23502791011	5855.62445629803
1769342_at	1607.84135960825	334.917149360457	176.553202093319	254.911542800138	196.035345656251	207.145846494742	186.0926126621	227.551970264849	219.752026714306	201.061767146948	142.457015275478	164.242881802803	191.537962231178	159.711462039499	206.527188809318
1769344_at	3048.68921294852	2382.36506596073	1912.96734982795	2346.29204335012	2492.79112772379	2445.84468276184	1690.22666960566	1027.12177255384	1398.64229033219	1839.84866780494	2065.74713957053	2160.9759814293	1736.14409968335	1536.6544933144	1658.7602557542
1769345_at	726.403509576403	624.141789312122	677.654968646052	682.751512557755	632.29315180751	605.145570981982	580.726436536944	620.867304300502	639.358930511523	632.652029017257	581.549800784695	550.433157334248	544.025363337063	574.59941027465	625.332675645941
1769346_at	959.578424554841	801.202355845907	863.729900119847	850.144737634107	724.84077031023	729.052525048789	760.3876245981	859.471123534249	774.768293735055	663.521292544435	682.811743761599	684.407560517505	759.712947505867	791.377645723297	777.201502080275
1769349_s_at	520.937064037239	549.161363976464	426.467669683494	476.549148539756	455.921801238712	551.468881803127	657.295309766886	708.855509761818	612.87880391197	589.925368504346	596.889280986408	671.551083380061	777.250290646847	664.983533048466	735.378322617619
1769350_at	314.778669218851	273.859438567776	302.807894917825	325.442165481582	449.405270794862	795.483867172601	743.350900678947	573.91730117594	446.264571432056	419.082998761949	580.271693712014	635.544982907973	546.649981424874	500.837010445254	483.204170370335
1769352_at	600.289932863344	1531.94223335466	1578.89627364398	1204.41936930059	1133.14512548865	1271.78107738534	1352.5991719851	1418.04811461182	1564.85786623433	1483.09998405577	1438.19680188678	1248.87591495456	1224.37364255661	1170.60776288744	1211.87476910862
1769356_at	1962.64237000217	2577.18754593267	2609.56146971509	2460.17783233595	2464.70612311625	2476.20187811325	2441.22174349912	2327.42193869838	2346.89591084948	2270.34113392766	2238.8942188207	2231.63536585131	2321.5093483735	2130.38936720425	2238.19209010124
1769358_at	681.025284836209	696.139235934311	777.212218601222	694.752670433507	691.131920465767	661.295444009887	618.217601179524	605.019148433415	673.253934703742	627.01707201558	628.716190455264	619.913280294257	599.116718521486	589.464050212262	597.605219201876
1769359_at	814.368794262966	856.577147372756	930.713902595075	818.477935252544	762.559756759319	684.205468449602	640.064204569441	737.481280314191	665.019244925693	611.339700262821	630.072189635963	631.026995342307	690.182971222977	657.175104144522	678.398523710488
1769361_at	853.098394822624	767.026875375465	732.260906083476	752.168692862777	688.664508101161	521.539735505266	635.363437754393	662.611691287938	578.468684710825	543.487647637069	519.137277727171	496.879281747389	597.457295985648	604.397316097045	606.658425157254
1769362_at	7781.14665070151	9784.2331396432	9292.82328361134	9680.41514279033	9119.03798407688	8593.37481533218	10249.7388406875	10656.0169068559	9695.39701613166	9677.70627311534	9381.8677343596	10069.8573714786	10362.661483648	10437.5026207406	10091.6879080367
1769365_at	12634.5468484019	10560.5848168949	7870.09908465231	5027.11469308556	3562.46498074851	3084.31736108023	3248.71690255686	3452.90893786331	4063.56169362099	4196.04509654654	4592.83672287497	4871.23632299027	5007.05113701498	5095.42590008292	5499.48721697717
1769366_at	263.122147958241	652.39227285179	869.082888301525	827.604527830159	777.818478146094	778.782385805496	727.685378467291	720.379015044724	670.611564080391	631.622175214887	638.797871936027	591.493493485269	633.61061729446	565.859791148086	562.114787512043
1769368_at	1584.30413165128	1510.45404262623	1621.06892300243	1693.97297931196	2090.28748898999	2161.54662687051	2218.41270764822	2161.07541521332	2088.22741998545	2007.23242094118	2033.5840290732	2330.94015609468	2311.46510468822	2220.94077694568	2147.36696312651
1769371_at	4190.2112650072	3810.42473929299	4079.54200942889	3863.95777453762	3552.05136874561	3688.86865097488	3483.17582364233	3432.31428148164	3771.25175563921	3688.19717498036	3698.18381082717	3559.38916693456	3502.60886605591	3552.09500626516	3692.00084069748
1769373_at	1266.7186965486	1455.10868448484	1499.53381973164	1505.71064123694	1571.19271168995	1821.40611792206	1928.71788185708	1751.38348949072	1706.3639453635	1566.91809223385	1638.0635055578	1870.61491254298	1675.2678074912	1776.67416524192	1615.73911354262
1769374_at	874.811207638277	724.084509022439	880.491461961793	927.168930540913	959.136108256458	911.393841811136	817.917683757855	814.586558422297	765.495777349797	740.517112609355	761.831162523699	727.463328187857	807.062484906213	784.169431178022	823.444474202291
1769375_at	6003.90270413115	6446.52456006585	5994.89910273589	6255.87830480108	7098.46263614143	6727.73183569165	6756.7961312618	6507.71492411048	6547.81519840084	6765.30431311871	7091.76646446715	7201.39764006238	7053.76037238705	6956.84232984957	6940.79040439679
1769377_at	172.89248856492	640.195208279598	965.407692793606	1303.54812699726	1581.91878262138	1192.73012502759	1364.98616411226	1430.37571802326	1134.90461339006	1113.55426921869	1023.67495806798	1099.240024981	1256.11862120949	988.189918699925	978.54852587889
1769378_at	6115.58192294641	6642.1692194097	8510.27879826154	9840.08390495935	10444.4846683989	10832.3187815295	10256.2917937053	9480.72883839987	9457.3216859115	9818.33704795024	10554.5751616435	10495.0163772914	10222.9758943046	9809.31772556054	9999.14688411199
1769379_at	527.586552651914	635.597329435199	667.483719317314	534.256007103036	471.983957061406	589.238573320285	544.807097579789	544.903032780815	651.593034678135	629.714722083952	534.533107818582	607.528355292604	594.581968386976	558.768250402751	595.426607648308
1769383_at	799.988560735282	849.712696196218	1191.87781161663	1301.35624825209	1336.29127296205	1361.54490176675	1268.57963585424	1352.44276006724	1473.01019850493	1296.38804192831	1318.39078479223	1235.93755465565	1334.99649526324	1393.55005646368	1365.46882955273
1769384_at	231.117803704932	296.359380936136	325.732808177177	375.567710518185	383.41415948331	414.77231137473	408.571587117346	403.220628732804	448.881356543495	461.868045961474	345.342872471326	410.84410632604	466.865585555737	420.281968129925	413.341596413832
1769385_at	1958.21061107494	2041.56595605225	2085.74952670264	1997.4234846782	2031.68080196917	2260.93327879388	2397.6513917271	2348.4267736096	2403.78239635856	2382.28693618604	2300.23290045907	2456.6106818129	2527.21271121156	2458.95201305016	2484.21106922608
1769387_at	5017.29596631384	4339.72526671476	3382.73043344148	3301.62512889095	3235.54760341562	3045.81425838043	3415.16230492605	3513.18419562949	3524.95687551693	3578.79011268237	3533.65265364438	3379.21230934652	3710.88210645104	3964.10138038957	3965.77510536564
1769388_at	985.50877949674	2387.0208485266	2230.29473104848	1885.96448929395	1729.88652570655	1713.05911350285	1678.48235910271	1747.38331263958	1693.47357671816	1753.89472559413	1733.46378424073	1735.43375652033	1661.71561839787	1677.99624644984	1662.76957692271
1769390_s_at	8602.16553095625	9691.93099057458	9767.29858522633	10321.9784695882	10149.9579537422	10279.0356032205	10585.7541299168	10523.738111529	10341.9416191435	10285.2796368976	10443.0952386708	10423.4321648011	10305.7355201844	10710.6272461431	10392.0574140649
1769392_at	2176.48632083546	1840.1585033697	1964.965374016	1641.29981325828	1628.02933286311	1760.65489337153	1617.41170087623	1469.14555857502	1439.87870831771	1352.58347317506	1484.54771361692	1430.1387674846	1324.63283595598	1320.39349476636	1405.09090543024
1769395_at	6046.31555561143	4743.47508706903	4602.87562467549	3964.68899036093	3313.40573551526	3142.47234351125	3083.20165743994	3183.682655467	3417.64146912573	3446.77084024621	3835.72966345985	3955.61734071274	3680.98996433667	3534.71246741685	3745.25718213709
