# normalized time series: rho0_r1
# normalized with: rho0_r1, wt_r1, wt_r2, wt37d_r1
# algorithm: dChip 
# by: Gary Koplik (gary.koplik@geomdata.com) 
# on: 2018-06-29
# 
probes	rho0_r1__num_00001	rho0_r1__num_00002	rho0_r1__num_00003	rho0_r1__num_00004	rho0_r1__num_00005	rho0_r1__num_00006	rho0_r1__num_00007	rho0_r1__num_00008	rho0_r1__num_00009	rho0_r1__num_00010	rho0_r1__num_00011	rho0_r1__num_00012	rho0_r1__num_00013	rho0_r1__num_00014	rho0_r1__num_00015	rho0_r1__num_00016	rho0_r1__num_00017	rho0_r1__num_00018	rho0_r1__num_00019	rho0_r1__num_00020	rho0_r1__num_00021	rho0_r1__num_00022
1769308_at	932.184720983289	876.090371796083	926.803481940394	969.669339009528	984.162194077341	1104.5680433244	1137.74736992475	1231.84859981936	1202.611289538	1180.30160906907	1120.86259887577	1048.86651332284	1056.05944740072	982.61508380713	1056.13795029831	1025.83694882495	1030.68204287916	1024.16889723355	989.248877790753	1043.17931906287	1035.41827476509	1055.40588801439
1769311_at	3726.3124854454	4263.43835080015	4872.04456295976	4825.68462600049	4784.86227080703	4588.77021309783	4387.67535180136	4624.30146521463	4713.19418244065	5036.33805535488	4742.69155660415	5205.37941567816	5063.30893349044	4982.57650138531	5151.90209285523	5319.51500817429	5372.33513361655	5443.68598365627	5351.22424666389	5369.42305336017	5460.49801715986	5632.04094447551
1769312_at	809.410182285729	864.088299028415	927.594171136862	900.528424144538	988.946378278458	941.754903001692	961.78648212099	950.80371589151	899.177841314587	907.476609235469	884.204050041097	831.724430309588	828.109701095845	736.483958660706	755.306853245501	755.244195186689	759.789963149781	721.806989507607	776.768254336824	752.772130432992	754.78611500226	727.106320447362
1769313_at	328.356757362202	318.685922339415	342.891312689005	376.211605786912	447.598026394173	414.555524175492	457.459701707256	483.712219502808	493.963114551965	505.599001133508	517.542517844257	456.862740253844	480.965843341077	468.462892379885	513.024280650045	523.127429046584	524.924090347524	519.949466440949	578.634122203396	591.963391466546	610.606470660038	588.066117359631
1769314_at	1401.59662291411	1885.03514135407	2365.47135954568	2367.12586588075	2281.14446067177	2374.23379404056	2315.32737074748	2354.30834772926	2475.93958001471	2691.73523485888	2856.5261541956	2980.0480518292	3009.43871414302	3144.1892059053	3013.4795197961	2763.8765539635	2756.56294603199	2704.65810497421	2737.21680897206	2704.66926553133	2772.69945664337	2914.07620157963
1769317_at	897.01774993638	761.441730221196	769.444562170975	682.657505974587	611.52801048683	533.315141883979	537.794123397497	504.180229686247	530.847352368126	571.40351367696	628.420597196008	648.14262594956	669.981437618476	650.264306306341	647.13977432196	626.25800938989	683.119352103816	651.443379130685	701.168544738447	659.33795673032	656.056486423202	704.737400448186
1769319_at	2261.44809508843	2365.53430693136	2621.38072790202	2601.91331563601	2764.24754527123	2981.86744878202	2731.55958036563	3087.30028617022	3055.04327258565	3130.57470517289	3092.91990232877	3154.57396339895	3222.49195716106	3220.68020614781	3349.19131476041	3545.08871717146	3264.34015869698	3349.03800126839	3266.70729070567	3310.55171584047	3350.9419663976	3298.23790614984
1769320_at	457.64442305345	451.091769329932	435.921244432495	407.806360447155	407.678998326996	394.512870640971	387.352766959214	400.365534967384	425.173381309357	436.095348239225	479.132514670407	466.75132449296	499.460371491242	491.929907036086	512.062397203033	508.046940366072	510.821114096743	521.718519143991	522.473855534739	523.585916609241	486.196906612254	500.020174138545
1769321_at	1779.06320341791	1734.70819153428	1666.65373319815	1722.93014393802	1842.84400715007	1803.11711025817	1813.01323662353	1772.33163320843	1775.29698112672	1769.26327085445	1700.74517449206	1632.6810598576	1518.40433163202	1583.43955520514	1752.6107355186	1737.93953020643	1767.88680158295	1850.11708123092	1802.44311527265	1846.66260643057	1827.41979162177	1884.77351994462
1769322_s_at	745.733929097951	681.512317161171	753.374653539894	719.935211774251	644.398538027572	647.275606813842	584.892075066224	598.283168849899	560.457940983056	545.594532346344	515.509949720588	517.989132974562	539.897280057413	566.90495796858	568.779383518923	672.92681518512	626.65715289169	668.614684755919	641.439830213543	709.950728016282	692.884880976934	702.04293212303
